   5.9995000e+02   0.0000000e+00
   6.0005000e+02   0.0000000e+00
   6.0015000e+02   0.0000000e+00
   6.0025000e+02   0.0000000e+00
   6.0035000e+02   0.0000000e+00
   6.0045000e+02   0.0000000e+00
   6.0055000e+02   0.0000000e+00
   6.0065000e+02   0.0000000e+00
   6.0075000e+02   0.0000000e+00
   6.0085000e+02   0.0000000e+00
   6.0095000e+02   0.0000000e+00
   6.0105000e+02   0.0000000e+00
   6.0115000e+02   0.0000000e+00
   6.0125000e+02   0.0000000e+00
   6.0135000e+02   0.0000000e+00
   6.0145000e+02   0.0000000e+00
   6.0155000e+02   0.0000000e+00
   6.0165000e+02   0.0000000e+00
   6.0175000e+02   0.0000000e+00
   6.0185000e+02   0.0000000e+00
   6.0195000e+02   0.0000000e+00
   6.0205000e+02   0.0000000e+00
   6.0215000e+02   0.0000000e+00
   6.0225000e+02   0.0000000e+00
   6.0235000e+02   0.0000000e+00
   6.0245000e+02   0.0000000e+00
   6.0255000e+02   0.0000000e+00
   6.0265000e+02   0.0000000e+00
   6.0275000e+02   0.0000000e+00
   6.0285000e+02   0.0000000e+00
   6.0295000e+02   0.0000000e+00
   6.0305000e+02   0.0000000e+00
   6.0315000e+02   0.0000000e+00
   6.0325000e+02   0.0000000e+00
   6.0335000e+02   0.0000000e+00
   6.0345000e+02   0.0000000e+00
   6.0355000e+02   0.0000000e+00
   6.0365000e+02   0.0000000e+00
   6.0375000e+02   0.0000000e+00
   6.0385000e+02   0.0000000e+00
   6.0395000e+02   0.0000000e+00
   6.0405000e+02   0.0000000e+00
   6.0415000e+02   0.0000000e+00
   6.0425000e+02   0.0000000e+00
   6.0435000e+02   0.0000000e+00
   6.0445000e+02   0.0000000e+00
   6.0455000e+02   0.0000000e+00
   6.0465000e+02   0.0000000e+00
   6.0475000e+02   0.0000000e+00
   6.0485000e+02   0.0000000e+00
   6.0495000e+02   0.0000000e+00
   6.0505000e+02   0.0000000e+00
   6.0515000e+02   0.0000000e+00
   6.0525000e+02   0.0000000e+00
   6.0535000e+02   0.0000000e+00
   6.0545000e+02   0.0000000e+00
   6.0555000e+02   0.0000000e+00
   6.0565000e+02   0.0000000e+00
   6.0575000e+02   0.0000000e+00
   6.0585000e+02   0.0000000e+00
   6.0595000e+02   0.0000000e+00
   6.0605000e+02   0.0000000e+00
   6.0615000e+02   0.0000000e+00
   6.0625000e+02   0.0000000e+00
   6.0635000e+02   0.0000000e+00
   6.0645000e+02   0.0000000e+00
   6.0655000e+02   0.0000000e+00
   6.0665000e+02   0.0000000e+00
   6.0675000e+02   0.0000000e+00
   6.0685000e+02   0.0000000e+00
   6.0695000e+02   0.0000000e+00
   6.0705000e+02   0.0000000e+00
   6.0715000e+02   0.0000000e+00
   6.0725000e+02   0.0000000e+00
   6.0735000e+02   0.0000000e+00
   6.0745000e+02   0.0000000e+00
   6.0755000e+02   0.0000000e+00
   6.0765000e+02   0.0000000e+00
   6.0775000e+02   0.0000000e+00
   6.0785000e+02   0.0000000e+00
   6.0795000e+02   0.0000000e+00
   6.0805000e+02   0.0000000e+00
   6.0815000e+02   0.0000000e+00
   6.0825000e+02   0.0000000e+00
   6.0835000e+02   0.0000000e+00
   6.0845000e+02   0.0000000e+00
   6.0855000e+02   0.0000000e+00
   6.0865000e+02   0.0000000e+00
   6.0875000e+02   0.0000000e+00
   6.0885000e+02   0.0000000e+00
   6.0895000e+02   0.0000000e+00
   6.0905000e+02   0.0000000e+00
   6.0915000e+02   0.0000000e+00
   6.0925000e+02   0.0000000e+00
   6.0935000e+02   0.0000000e+00
   6.0945000e+02   0.0000000e+00
   6.0955000e+02   0.0000000e+00
   6.0965000e+02   0.0000000e+00
   6.0975000e+02   0.0000000e+00
   6.0985000e+02   0.0000000e+00
   6.0995000e+02   0.0000000e+00
   6.1005000e+02   0.0000000e+00
   6.1015000e+02   0.0000000e+00
   6.1025000e+02   0.0000000e+00
   6.1035000e+02   0.0000000e+00
   6.1045000e+02   0.0000000e+00
   6.1055000e+02   0.0000000e+00
   6.1065000e+02   0.0000000e+00
   6.1075000e+02   0.0000000e+00
   6.1085000e+02   0.0000000e+00
   6.1095000e+02   0.0000000e+00
   6.1105000e+02   0.0000000e+00
   6.1115000e+02   0.0000000e+00
   6.1125000e+02   0.0000000e+00
   6.1135000e+02   0.0000000e+00
   6.1145000e+02   0.0000000e+00
   6.1155000e+02   0.0000000e+00
   6.1165000e+02   0.0000000e+00
   6.1175000e+02   0.0000000e+00
   6.1185000e+02   0.0000000e+00
   6.1195000e+02   0.0000000e+00
   6.1205000e+02   0.0000000e+00
   6.1215000e+02   0.0000000e+00
   6.1225000e+02   0.0000000e+00
   6.1235000e+02   0.0000000e+00
   6.1245000e+02   0.0000000e+00
   6.1255000e+02   0.0000000e+00
   6.1265000e+02   0.0000000e+00
   6.1275000e+02   0.0000000e+00
   6.1285000e+02   0.0000000e+00
   6.1295000e+02   0.0000000e+00
   6.1305000e+02   0.0000000e+00
   6.1315000e+02   0.0000000e+00
   6.1325000e+02   0.0000000e+00
   6.1335000e+02   0.0000000e+00
   6.1345000e+02   0.0000000e+00
   6.1355000e+02   0.0000000e+00
   6.1365000e+02   0.0000000e+00
   6.1375000e+02   0.0000000e+00
   6.1385000e+02   0.0000000e+00
   6.1395000e+02   0.0000000e+00
   6.1405000e+02   0.0000000e+00
   6.1415000e+02   0.0000000e+00
   6.1425000e+02   0.0000000e+00
   6.1435000e+02   0.0000000e+00
   6.1445000e+02   0.0000000e+00
   6.1455000e+02   0.0000000e+00
